"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","train.subscribe"
"24164",37,12,"3","2","2","1","1","1","3","0","0","0","0",0,0
"13712",44,10,"2","2","3","1","0","2","2","0","0","0","0",0,0
"6339",31,27,"2","1","3","1","1","0","1","1","0","0","0",0,0
"13285",36,8,"1","1","2","0","0","2","2","1","1","0","0",0,0
"30201",35,5,"3","0","2","1","0","2","0","0","0","2","1",0,0
"13253",49,8,"1","2","2","1","0","2","2","1","0","0","0",0,0
"18431",31,31,"3","2","0","1","0","2","2","2","2","0","0",0,0
"5842",30,26,"3","2","2","0","0","0","1","0","1","0","0",0,0
"8987",53,5,"1","2","1","0","0","0","2","2","0","0","0",0,0
"41384",63,1,"0","2","0","0","0","2","3","0","1","0","0",0,0
"10729",33,16,"2","2","3","0","0","0","2","0","2","0","0",0,0
"45143",34,8,"3","2","3","1","0","2","3","0","1","1","2",0,0
"30849",43,9,"1","2","2","1","0","2","0","0","1","2","1",0,0
"37539",32,14,"3","1","2","1","0","2","1","1","1","0","0",0,0
"5870",29,26,"1","2","2","1","1","0","1","0","0","0","0",0,0
"36928",49,12,"3","2","2","1","1","2","1","2","1","2","1",0,0
"40181",51,5,"3","2","3","0","0","1","2","1","1","0","0",0,0
"5106",31,21,"1","2","2","1","0","0","1","0","0","0","0",0,0
"19541",36,7,"3","2","2","0","1","2","2","0","1","0","0",0,0
"21014",47,14,"3","0","2","0","1","2","2","0","1","0","0",0,0
"42595",33,7,"3","0","2","1","0","0","0","0","0","0","0",0,0
"3146",41,14,"1","0","2","1","0","0","1","2","1","0","0",1,0
"42107",65,2,"0","2","1","0","0","1","3","2","0","0","0",0,0
"33545",39,20,"2","1","3","1","1","2","1","0","1","2","2",0,0
"21809",51,20,"3","2","2","1","0","2","2","0","1","0","0",0,0
"34111",58,30,"0","2","2","1","1","2","1","2","1","2","1",0,0
"41001",28,13,"3","1","2","0","0","2","2","1","1","1","1",1,0
"2090",57,12,"0","2","2","1","0","0","1","0","1","0","0",0,0
"26538",38,20,"2","2","3","0","0","2","3","0","0","0","0",0,0
"33464",32,20,"3","2","2","1","0","2","1","0","0","0","0",0,0
"19517",60,7,"3","2","3","0","0","2","2","0","1","0","0",0,0
"5382",24,23,"3","2","2","1","1","0","1","2","0","0","0",0,0
"33645",33,20,"3","1","2","1","1","2","1","1","1","0","0",0,0
"6571",39,28,"1","2","3","1","1","0","1","0","1","0","0",0,0
"12309",43,25,"1","2","1","0","0","0","2","0","2","0","0",0,0
"4907",31,21,"3","2","3","1","0","0","1","2","0","0","0",0,0
"18589",39,31,"1","2","2","0","0","2","2","0","0","0","0",0,0
"28832",54,30,"3","2","0","0","0","2","0","2","0","0","0",0,0
"2578",31,13,"3","1","2","1","0","0","1","0","0","0","0",0,0
"25423",31,18,"3","2","2","1","0","2","3","2","0","1","1",0,0
"22331",53,22,"2","2","3","0","1","2","2","0","1","0","0",0,0
"3867",41,16,"3","2","2","1","0","0","1","0","0","0","0",0,0
"9448",59,6,"3","2","2","0","0","0","2","0","1","0","0",0,0
"37344",31,13,"1","2","2","1","1","2","1","0","0","0","0",0,0
"37783",54,14,"1","2","1","1","0","2","1","1","0","0","0",0,0
"41182",34,20,"2","2","3","0","0","2","2","1","1","1","1",0,0
"4082",60,19,"3","2","2","1","0","0","1","1","0","0","0",0,0
"44095",29,7,"2","1","3","0","0","2","2","1","1","2","1",1,0
"21708",31,19,"3","2","2","0","0","2","2","0","1","0","0",0,0
"26730",43,20,"3","2","2","1","0","2","3","0","1","0","0",0,0
"10588",38,16,"1","2","1","0","0","0","2","0","0","0","0",0,0
"20080",31,11,"1","2","1","1","0","2","2","0","2","0","0",0,0
"43051",28,15,"0","1","3","0","0","2","0","2","2","0","0",1,0
"5282",30,23,"3","1","2","1","0","0","1","1","0","0","0",0,0
"39648",32,26,"2","1","3","0","0","2","1","1","1","1","1",1,0
"44084",29,6,"2","1","0","0","0","2","2","1","0","1","1",0,0
"27272",38,21,"2","0","3","0","0","2","3","0","0","1","1",0,0
"6260",57,27,"1","2","1","1","0","0","1","0","1","0","0",0,0
"9558",52,6,"3","2","2","0","0","0","2","0","0","0","0",0,0
"9325",39,6,"0","2","2","0","0","0","2","0","0","0","0",0,0
"8787",25,4,"1","1","2","1","0","0","2","2","0","0","0",0,0
"6266",32,27,"3","1","2","1","0","0","1","0","1","0","0",0,0
"7255",39,29,"1","2","2","0","0","0","1","1","1","0","0",0,0
"36467",32,11,"2","1","3","1","0","2","1","0","1","2","1",0,0
"44127",35,12,"3","1","3","0","0","0","2","0","0","0","0",0,0
"18000",56,30,"2","2","3","0","0","2","2","0","1","0","0",0,0
"36628",41,12,"3","2","2","1","0","2","1","1","0","2","1",0,0
"38737",60,18,"2","0","3","1","0","2","1","1","2","0","0",0,0
"3285",47,15,"3","2","2","1","0","0","1","2","1","0","0",0,0
"43835",26,31,"3","1","3","0","0","2","1","2","0","0","0",1,0
"26440",55,20,"3","2","2","1","0","2","3","1","0","0","0",0,0
"34631",53,5,"3","2","1","1","1","2","1","2","2","1","2",0,0
"39435",39,22,"0","1","2","0","0","1","1","0","1","0","0",0,0
"35002",38,6,"1","0","1","1","1","2","1","0","1","1","2",0,0
"40114",41,4,"3","1","2","0","0","1","2","0","1","0","0",0,0
"20603",54,12,"2","0","3","1","0","2","2","1","1","0","0",0,0
"24331",39,17,"2","2","3","1","0","2","3","1","0","1","1",0,0
"44251",24,21,"0","1","2","0","0","2","2","1","0","1","1",1,0
"28011",42,28,"2","2","3","1","1","2","0","0","0","0","0",0,0
"44271",49,23,"3","2","2","1","0","2","2","0","0","1","1",0,0
"15339",59,18,"1","2","2","0","0","2","2","0","0","0","0",0,0
"35935",55,8,"2","0","3","1","0","1","1","0","1","2","1",0,0
"16621",45,24,"3","2","0","0","0","2","2","1","1","0","0",0,0
"34613",33,5,"1","2","1","1","0","2","1","1","0","2","1",0,0
"1582",34,8,"1","2","1","1","0","0","1","1","1","0","0",0,0
"4793",40,21,"2","1","1","1","0","0","1","0","0","0","0",0,0
"26711",49,20,"3","1","0","1","0","2","3","0","1","1","1",0,0
"39891",45,2,"2","2","3","1","0","2","2","0","0","1","1",0,0
"26383",31,20,"3","1","2","1","0","2","3","2","1","1","1",0,0
"32793",37,17,"2","2","2","1","0","2","1","0","0","0","0",0,0
"43246",33,8,"2","1","3","0","0","2","1","1","1","0","0",1,0
"14131",46,11,"3","1","2","1","0","2","2","1","1","0","0",0,0
"11219",50,18,"3","2","2","1","0","0","2","0","0","0","0",0,0
"43268",46,10,"2","0","3","0","0","2","1","0","0","1","1",0,0
"14244",43,14,"1","2","2","1","0","2","2","2","1","0","0",0,0
"7625",37,30,"2","0","3","1","0","0","1","0","0","0","0",0,0
"18541",40,31,"1","1","3","0","0","2","2","2","2","0","0",1,0
"39390",49,22,"0","2","3","0","0","2","1","0","0","1","1",0,0
"11016",28,17,"1","2","1","1","1","0","2","1","2","0","0",0,0
"30339",36,5,"2","1","3","0","0","2","0","0","0","0","0",0,0
"11338",36,18,"1","2","1","1","0","0","2","1","1","0","0",0,0
"10720",51,16,"1","2","1","0","1","0","2","0","2","0","0",0,0
"16382",26,23,"2","1","3","0","0","2","2","1","0","0","0",0,0
"26527",39,20,"2","2","3","0","0","2","3","0","0","0","0",0,0
"29527",31,3,"3","2","2","1","0","2","0","1","2","0","0",0,0
"29576",31,3,"1","2","1","0","0","2","0","0","1","0","0",0,0
"6837",29,28,"3","2","3","1","0","0","1","0","0","0","0",0,0
"35414",34,7,"2","2","3","0","0","2","1","0","0","1","1",0,0
"14680",31,15,"1","2","2","0","1","1","2","1","1","0","0",0,0
"24445",33,17,"2","2","2","1","0","2","3","2","0","0","0",0,0
"16721",51,24,"2","2","1","1","0","2","2","2","1","0","0",0,0
"40657",53,6,"2","2","3","0","0","2","2","0","0","1","2",1,0
"27290",30,21,"2","2","2","1","1","2","3","2","0","1","1",0,0
"39249",45,18,"3","2","2","0","1","2","1","0","2","2","2",0,0
"7841",25,30,"1","1","2","1","0","0","1","0","2","0","0",0,0
"10806",41,17,"2","2","3","0","0","0","2","0","0","0","0",0,0
"29024",31,2,"3","1","2","0","0","2","0","2","0","0","0",0,0
"16816",37,24,"1","2","1","1","0","2","2","2","2","0","0",0,0
"8197",57,2,"0","2","2","1","0","0","2","0","1","0","0",0,0
"39542",32,26,"3","1","3","0","0","2","1","0","0","1","1",0,0
"20889",53,13,"3","0","2","0","0","2","2","0","0","0","0",0,0
"34728",35,6,"1","2","2","1","0","2","1","0","2","2","1",0,0
"3933",25,16,"3","1","2","1","1","0","1","1","1","0","0",0,0
"11531",38,19,"3","1","2","0","0","0","2","0","1","0","0",0,0
"34527",32,5,"2","1","3","1","0","2","1","1","0","0","0",0,0
"29754",43,4,"3","2","3","1","0","2","0","0","0","0","0",0,0
"17555",40,29,"1","1","2","0","0","2","2","0","1","0","0",0,0
"23025",37,26,"3","2","2","1","1","2","2","0","2","0","0",0,0
"31208",36,2,"3","0","3","0","0","2","1","0","0","0","0",0,0
"3526",43,15,"1","1","2","1","0","0","1","1","1","0","0",0,0
"29548",26,3,"1","1","2","0","1","2","0","2","0","0","0",0,0
"3130",59,14,"0","2","2","1","0","0","1","1","1","0","0",0,0
"25564",30,19,"3","1","1","1","1","2","3","2","0","0","0",1,0
"37863",34,14,"2","1","0","1","0","2","1","0","1","0","0",0,0
"8396",51,3,"2","2","3","1","0","0","2","1","0","0","0",0,0
"18878",46,4,"1","2","1","0","0","2","2","0","0","0","0",0,0
"36748",37,12,"3","2","2","1","0","2","1","0","1","2","1",0,0
"11620",41,19,"1","2","1","0","0","0","2","2","1","0","0",1,0
"8544",43,3,"2","2","3","0","0","0","2","0","1","0","0",0,0
"40814",30,11,"2","1","3","0","0","2","2","1","1","1","1",1,0
"21810",41,20,"3","0","2","0","0","2","2","1","1","0","0",0,0
"4444",38,20,"1","2","2","1","0","0","1","0","0","0","0",0,0
"2280",28,12,"0","1","2","1","0","0","1","0","1","0","0",0,0
"38180",25,15,"1","1","2","1","0","2","1","1","0","0","0",0,0
"1065",29,7,"3","1","2","1","0","0","1","0","1","0","0",0,0
"8049",38,2,"1","2","1","1","0","0","2","0","1","0","0",0,0
"19417",46,6,"3","0","2","0","0","2","2","2","2","0","0",0,0
"9178",39,5,"3","2","2","0","0","0","2","1","1","0","0",0,0
"12664",50,4,"1","2","2","1","1","1","2","0","1","0","0",0,0
"2186",49,12,"3","1","2","1","0","0","1","2","0","0","0",0,0
"3895",41,16,"2","2","3","1","0","0","1","0","0","0","0",0,0
"30115",42,4,"3","1","3","1","0","1","0","0","2","0","0",0,0
"18391",36,31,"3","2","2","0","1","2","2","0","1","0","0",0,0
"33378",30,20,"1","2","2","1","0","2","1","1","1","2","1",0,0
"20901",34,13,"3","1","3","0","0","1","2","2","1","0","0",0,0
"175",60,5,"3","0","2","1","0","0","1","0","0","0","0",0,0
"39354",31,18,"1","1","2","1","0","2","1","0","1","0","0",0,0
"22283",30,21,"2","2","3","0","0","2","2","0","1","0","0",0,0
"6929",34,28,"1","2","2","1","1","0","1","0","1","0","0",0,0
"42520",27,18,"0","1","2","0","0","2","0","0","2","1","1",1,0
"36611",39,12,"1","2","2","1","1","2","1","2","1","0","0",0,0
"19275",52,6,"1","2","1","1","0","2","2","0","1","0","0",0,0
"12347",55,26,"1","2","1","0","1","0","2","2","1","0","0",0,0
"40808",70,11,"1","0","1","0","0","2","2","2","0","0","0",1,0
"40850",64,12,"2","2","2","0","0","2","2","0","1","0","0",0,0
"39442",54,25,"1","2","1","0","0","1","1","0","0","1","1",0,0
"24374",57,17,"1","2","3","0","0","2","3","2","0","0","0",0,0
"32422",47,16,"2","0","2","1","1","2","1","1","1","1","1",0,0
"2086",37,12,"1","2","2","1","0","0","1","2","2","0","0",0,0
"17495",36,28,"1","0","1","0","1","2","2","0","2","0","0",0,0
"8745",30,4,"3","0","2","1","0","0","2","2","2","0","0",1,0
"26643",31,20,"3","2","2","1","0","2","3","1","1","0","0",0,0
"32775",36,17,"2","2","3","0","0","2","1","1","1","0","0",0,0
"29961",34,4,"3","2","2","1","0","2","0","1","0","2","1",0,0
"43074",38,19,"2","1","3","1","0","2","0","1","1","2","2",1,0
"36020",46,11,"1","2","1","1","0","1","1","0","2","2","1",0,0
"11028",38,17,"3","1","0","1","0","0","2","0","2","0","0",0,0
"28303",38,29,"3","0","2","0","0","2","0","0","0","0","0",0,0
"40084",41,4,"2","0","3","0","0","2","2","0","1","2","1",1,0
"178",34,5,"3","2","2","1","0","0","1","0","1","0","0",0,0
"41644",34,29,"2","2","3","1","0","1","3","1","0","1","1",1,0
"13226",30,8,"3","0","2","0","0","2","2","0","1","0","0",0,0
"29882",58,4,"2","2","3","1","0","2","0","0","1","2","1",0,0
"35452",36,7,"2","1","3","1","0","2","1","0","1","2","1",0,0
"40775",70,10,"1","2","1","0","0","1","2","0","0","0","0",0,0
"10561",39,16,"1","1","1","0","1","0","2","0","1","0","0",0,0
"7517",26,30,"3","0","2","1","1","0","1","1","1","0","0",0,0
"13820",58,10,"0","0","2","0","1","2","2","0","1","0","0",0,0
"27116",43,21,"2","1","3","0","0","2","3","1","1","0","0",0,0
"7653",57,30,"0","1","3","1","1","0","1","2","0","0","0",0,0
"7535",50,30,"3","2","3","1","0","0","1","0","0","0","0",0,0
"7503",36,29,"1","2","1","1","0","0","1","1","2","0","0",0,0
"37862",34,14,"1","1","2","1","0","2","1","0","0","0","0",0,0
"10942",40,17,"2","2","2","0","1","0","2","2","0","0","0",0,0
"42408",29,3,"1","1","3","0","0","2","0","1","0","2","1",1,0
"11303",47,18,"0","2","1","0","0","0","2","0","1","0","0",0,0
"29778",43,4,"3","2","2","1","0","2","0","0","0","0","0",0,0
"24827",36,18,"3","2","2","1","0","2","3","1","0","1","1",0,0
"11910",46,20,"2","2","2","0","0","0","2","0","1","0","0",0,0
"247",22,5,"1","1","2","1","0","0","1","0","1","0","0",0,0
"6709",35,28,"1","2","2","1","0","0","1","0","2","0","0",0,0
"11373",53,19,"3","0","2","0","0","0","2","2","0","0","0",0,0
"19882",41,8,"3","1","2","0","0","2","2","2","1","0","0",0,0
"38239",41,15,"1","2","1","1","0","2","1","2","2","0","0",0,0
"43055",27,15,"1","1","2","0","0","2","0","0","0","1","1",1,0
"10571",57,16,"3","2","2","0","0","0","2","0","0","0","0",0,0
"17068",27,25,"2","2","3","1","0","2","2","1","1","0","0",0,0
"29077",37,2,"3","1","2","1","0","2","0","0","0","2","1",0,0
"5342",34,23,"1","1","2","1","0","0","1","1","0","0","0",0,0
"16812",28,24,"3","1","2","1","0","2","2","2","1","0","0",1,0
"43432",78,8,"0","0","1","0","0","2","1","2","0","0","0",1,0
"41536",38,10,"2","2","3","0","0","2","3","2","1","0","0",0,0
"4797",31,21,"3","2","2","1","0","0","1","1","1","0","0",0,0
"9347",54,6,"2","2","2","0","0","0","2","0","0","0","0",0,0
"16430",55,23,"3","2","2","0","1","2","2","1","1","0","0",0,0
"40507",38,7,"0","2","1","1","0","2","2","2","0","2","1",1,0
"15793",29,21,"1","2","2","1","1","2","2","1","0","0","0",0,0
"39260",56,18,"1","2","2","1","0","1","1","0","1","0","0",0,0
"27597",45,21,"1","2","2","1","1","2","3","1","1","1","1",0,0
"21216",32,18,"3","1","2","0","0","2","2","0","1","0","0",0,0
"38904",44,18,"2","2","1","1","0","2","1","1","1","0","0",0,0
"17841",35,29,"3","2","2","1","0","2","2","1","2","0","0",0,0
"44001",35,27,"2","2","3","0","0","0","2","0","0","0","0",0,0
"16854",49,25,"1","2","2","1","0","2","2","0","1","0","0",0,0
"23855",49,29,"2","1","2","0","0","2","2","0","1","0","0",0,0
"44773",25,13,"0","1","2","0","0","2","3","1","1","1","1",1,0
"10704",42,16,"1","2","0","0","0","0","2","0","0","0","0",0,0
"15382",39,18,"3","2","2","0","1","2","2","0","0","0","0",0,0
"28456",46,29,"1","2","2","1","0","2","0","0","1","2","1",0,0
"7698",58,30,"2","2","2","1","0","0","1","0","0","0","0",0,0
"29168",29,2,"3","1","2","1","0","2","0","0","0","0","0",1,0
"13659",47,9,"3","2","2","1","1","1","2","2","0","0","0",0,0
"13324",36,8,"2","1","3","1","1","2","2","2","1","0","0",0,0
"5941",54,26,"1","2","2","1","0","0","1","0","1","0","0",0,0
"16402",48,23,"3","0","1","0","1","2","2","1","1","0","0",0,0
"37302",51,13,"3","2","2","1","0","2","1","0","1","0","0",0,0
"9903",52,9,"0","2","1","0","0","0","2","0","0","0","0",0,0
"22370",58,22,"0","2","3","0","0","2","2","1","1","0","0",0,0
"22209",50,21,"2","2","3","0","0","2","2","0","1","0","0",0,0
"8770",39,4,"1","2","2","1","1","0","2","1","1","0","0",0,0
"25589",55,19,"3","2","2","0","0","2","3","2","0","0","0",0,0
"41513",50,9,"1","2","1","0","0","1","3","1","1","1","1",1,0
"28638",26,29,"1","1","2","1","0","2","0","1","1","2","2",0,0
"33361",78,20,"0","2","1","0","0","2","1","2","0","0","0",1,0
"43418",50,5,"1","2","1","0","0","1","1","2","0","0","0",1,0
"5289",32,23,"2","1","2","1","0","0","1","0","0","0","0",0,0
"10281",45,12,"2","2","3","0","0","0","2","0","1","0","0",0,0
"26087",33,19,"1","2","2","1","0","2","3","2","1","0","0",0,0
"12361",47,27,"3","2","2","1","0","0","2","0","2","0","0",0,0
"18681",49,31,"1","2","2","0","1","1","2","0","2","0","0",0,0
"19632",60,7,"3","2","3","0","0","2","2","1","1","0","0",0,0
"42682",65,15,"0","2","1","0","0","2","0","2","2","2","1",0,0
"3820",37,16,"3","0","2","1","0","0","1","2","1","0","0",1,0
"37144",45,13,"2","2","1","1","0","1","1","0","1","2","1",0,0
"35844",50,8,"2","1","3","1","0","2","1","1","0","0","0",0,0
"25323",35,18,"1","2","2","0","0","0","3","0","1","0","0",1,0
"749",37,6,"1","1","2","1","0","0","1","0","1","0","0",0,0
"550",56,6,"3","2","2","1","0","0","1","2","0","0","0",0,0
"35150",26,7,"2","1","3","1","0","2","1","2","0","0","0",0,0
"43875",51,7,"2","2","3","0","0","0","2","1","0","0","0",1,0
"29032",40,2,"1","2","2","1","0","2","0","1","0","2","1",0,0
"19224",43,6,"2","2","2","1","0","2","2","0","1","0","0",0,0
"25153",50,18,"1","2","2","1","0","1","3","1","1","0","0",0,0
"31506",33,2,"1","2","2","1","0","2","1","0","0","2","1",0,0
"18215",25,30,"3","1","2","0","0","1","2","2","2","0","0",0,0
"17513",36,29,"2","1","3","0","0","2","2","2","2","0","0",0,0
"6834",26,28,"2","1","3","0","0","0","1","0","1","0","0",0,0
"26493",31,20,"3","2","2","1","0","2","3","0","0","0","0",0,0
"29329",32,2,"2","1","3","1","0","2","0","1","1","0","0",0,0
"21045",32,14,"3","2","3","0","0","2","2","0","1","0","0",0,0
"2074",29,12,"3","2","3","1","0","0","1","1","1","0","0",0,0
"10292",53,12,"0","2","2","1","0","0","2","0","0","0","0",0,0
"15792",25,21,"3","1","2","0","1","2","2","2","0","0","0",0,0
"8479",30,3,"2","1","3","0","0","0","2","0","0","0","0",0,0
"31553",54,3,"2","1","3","1","0","2","1","2","0","0","0",0,0
"23402",40,27,"3","2","2","0","0","1","2","1","2","0","0",0,0
"30852",27,9,"1","1","2","1","0","2","0","1","2","2","1",0,0
"17099",27,25,"3","2","2","1","0","2","2","0","1","0","0",0,0
"28295",30,29,"3","1","2","1","0","2","0","2","0","2","1",0,0
"37563",28,14,"3","1","2","1","0","2","1","0","2","2","1",0,0
"11251",37,18,"3","2","2","0","0","0","2","0","0","0","0",0,0
"35736",23,8,"1","1","2","1","0","2","1","0","2","2","1",0,0
"24850",48,18,"2","2","3","0","0","2","3","2","0","0","0",1,0
"35091",31,6,"3","2","2","1","0","2","1","2","1","0","0",0,0
"35541",32,7,"1","1","3","1","0","2","1","1","1","0","0",0,0
"43145",27,25,"3","1","2","1","0","2","0","2","1","0","0",1,0
"2442",27,13,"3","2","2","1","1","0","1","2","0","0","0",0,0
"520",34,6,"1","1","3","1","0","0","1","0","0","0","0",0,0
"9246",36,5,"3","1","2","1","0","0","2","0","1","0","0",0,0
"4839",30,21,"3","1","2","1","0","0","1","0","0","0","0",0,0
"32112",32,15,"3","2","2","1","0","2","1","2","1","2","1",1,0
"43369",35,26,"3","2","3","1","0","2","1","1","2","2","1",0,0
"21835",53,20,"2","2","3","0","0","2","2","2","2","0","0",0,0
"15358",29,18,"2","2","2","1","0","2","2","2","1","0","0",0,0
"7970",36,2,"2","1","3","1","0","0","2","0","1","0","0",0,0
"2844",42,14,"2","2","3","0","0","0","1","1","0","0","0",0,0
"5910",48,26,"2","0","3","1","0","0","1","1","1","0","0",0,0
"1975",41,9,"1","1","1","1","0","0","1","0","2","0","0",0,0
"37093",38,13,"3","2","2","1","1","2","1","2","0","0","0",0,0
"11549",42,19,"2","2","0","1","0","0","2","0","2","0","0",0,0
"36274",37,11,"1","2","2","1","0","2","1","1","1","2","1",0,0
"40477",21,6,"0","1","2","0","0","2","2","1","1","0","0",0,0
"21304",32,18,"2","1","3","1","1","2","2","0","2","0","0",0,0
"32765",36,17,"1","2","2","1","0","2","1","1","0","0","0",0,0
"44528",43,12,"1","2","2","1","0","2","2","1","1","1","1",1,0
"18333",46,31,"1","2","2","0","1","2","2","0","1","0","0",0,0
"19742",34,7,"3","2","3","1","0","2","2","0","2","0","0",0,0
"6169",31,27,"3","1","2","1","0","0","1","1","1","0","0",0,0
"33920",59,30,"3","2","2","0","0","2","1","2","0","1","1",1,0
"29255",52,2,"3","2","2","1","0","2","0","1","1","0","0",0,0
"7096",52,29,"3","0","1","1","0","0","1","0","1","0","0",0,0
"25443",30,18,"3","2","2","1","1","2","3","2","0","1","1",0,0
"12759",37,7,"2","2","2","0","0","2","2","2","1","0","0",1,0
"27508",30,21,"2","2","3","0","0","2","3","0","1","0","0",0,0
"39057",30,18,"2","1","0","1","0","2","1","0","0","0","0",0,0
"2916",45,14,"3","2","2","1","0","0","1","1","0","0","0",0,0
"34264",44,4,"3","2","2","0","0","1","1","0","0","0","0",0,0
"18475",38,31,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17198",36,28,"3","2","2","1","0","2","2","0","1","0","0",0,0
"21218",48,18,"2","0","3","0","0","2","2","0","2","0","0",0,0
"20577",55,12,"2","2","3","0","0","2","2","2","2","0","0",0,0
"37803",33,14,"3","1","2","1","0","2","1","0","0","2","2",0,0
"647",37,6,"3","2","2","1","1","0","1","2","1","0","0",0,0
"44314",55,28,"3","2","3","0","0","2","2","2","0","1","1",1,0
"14114",42,11,"3","2","2","1","1","2","2","0","1","0","0",0,0
"23091",30,26,"3","1","2","0","0","2","2","0","2","0","0",0,0
"18035",56,30,"0","0","2","0","1","2","2","0","2","0","0",0,0
"41671",61,1,"2","2","3","0","0","2","3","0","0","0","0",0,0
"35388",49,7,"3","2","2","1","0","2","1","1","0","2","1",0,0
"30605",33,6,"2","0","3","0","0","2","0","0","2","0","0",0,0
"10518",47,16,"1","0","1","0","1","0","2","1","2","0","0",0,0
"9342",52,6,"1","2","1","0","0","0","2","0","0","0","0",0,0
"44604",20,28,"0","1","1","0","0","0","2","0","0","0","0",0,0
"9815",49,9,"3","2","2","0","0","0","2","2","0","0","0",0,0
"5619",32,23,"1","2","2","1","0","0","1","0","2","0","0",0,0
"29564",34,3,"1","2","2","1","0","2","0","0","2","0","0",0,0
"26682",43,20,"2","2","3","0","0","2","3","1","0","0","0",0,0
"40487",63,7,"0","2","2","0","0","2","2","2","0","0","0",1,0
"43515",42,21,"1","0","1","0","0","2","1","2","0","0","0",0,0
"15930",27,22,"1","2","1","0","1","2","2","0","0","0","0",0,0
"10374",58,12,"2","2","1","0","0","0","2","0","2","0","0",0,0
"37142",27,13,"3","1","2","0","0","2","1","0","0","0","0",0,0
"9787",44,9,"2","2","3","0","0","0","2","0","0","0","0",0,0
"2196",31,12,"1","1","1","1","0","0","1","0","1","0","0",0,0
"2041",35,12,"3","2","0","1","0","0","1","0","2","0","0",0,0
"16272",56,23,"0","0","3","0","0","2","2","2","0","0","0",0,0
"26495",30,20,"2","1","3","0","0","2","3","0","1","0","0",0,0
"44881",38,23,"2","2","3","0","0","2","3","0","0","0","0",0,0
"38555",36,15,"3","2","3","1","0","2","1","1","1","0","0",0,0
"12357",34,26,"1","2","1","1","0","0","2","0","2","0","0",0,0
"6699",22,28,"1","2","2","1","1","0","1","0","2","0","0",0,0
"41291",84,26,"0","2","1","0","0","1","2","1","0","0","0",0,0
"20291",48,11,"1","2","2","0","0","2","2","0","2","0","0",0,0
"37965",40,14,"2","2","3","1","0","2","1","1","1","0","0",0,0
"19523",46,7,"3","2","2","1","0","2","2","0","1","0","0",0,0
"42209",73,11,"0","2","1","0","0","2","3","2","1","1","1",0,0
"19918",37,8,"2","2","3","0","0","2","2","0","1","0","0",0,0
"2760",58,14,"1","2","0","1","0","0","1","0","1","0","0",0,0
"5758",32,26,"1","2","2","0","0","0","1","2","0","0","0",0,0
"19128",59,5,"1","2","2","0","0","2","2","0","1","0","0",0,0
"8117",37,2,"1","2","2","1","0","0","2","0","0","0","0",0,0
"24379",50,17,"0","1","2","0","0","1","3","2","0","0","0",0,0
"6958",34,28,"3","2","2","1","0","0","1","0","1","0","0",0,0
"37623",26,14,"1","1","2","1","0","2","1","2","0","0","0",1,0
"39702",24,27,"1","1","0","0","0","2","1","2","0","0","0",0,0
"31174",30,27,"2","1","3","1","0","2","0","1","0","1","1",1,0
"36064",32,11,"2","2","3","1","1","2","1","1","2","1","2",0,0
"293",24,5,"0","1","2","1","0","0","1","1","1","0","0",0,0
"21347",43,18,"2","2","3","0","0","2","2","0","2","0","0",0,0
"4478",32,20,"3","1","2","1","0","0","1","0","0","0","0",0,0
"12218",39,20,"3","1","3","0","0","0","2","0","2","0","0",0,0
"19737",34,7,"2","2","3","0","0","2","2","2","2","0","0",0,0
"14981",31,16,"2","2","3","1","0","2","2","1","1","0","0",0,0
"24636",43,17,"2","2","3","1","0","2","3","2","1","0","0",0,0
"22799",35,25,"3","0","3","1","1","2","2","2","2","0","0",0,0
"38501",33,15,"1","2","1","1","0","2","1","0","2","0","0",0,0
"32914",35,17,"2","1","3","1","0","2","1","0","1","0","0",0,0
"19349",49,6,"2","2","3","0","0","2","2","0","2","0","0",0,0
"32387",47,16,"2","2","3","1","0","2","1","0","1","2","1",0,0
"8420",42,3,"3","2","2","1","0","0","2","2","0","0","0",0,0
"38917",27,18,"2","1","2","1","0","2","1","0","1","2","2",0,0
"7031",30,28,"1","2","2","1","0","0","1","0","2","0","0",0,0
"25531",40,19,"2","2","3","1","0","2","3","0","0","1","1",0,0
"18584",44,31,"3","1","0","1","0","2","2","1","0","0","0",0,0
"21700",46,19,"3","2","2","1","1","2","2","0","1","0","0",0,0
"13070",25,8,"2","1","3","1","1","2","2","2","0","0","0",0,0
"42217",40,11,"2","2","3","0","0","2","3","0","1","0","0",1,0
"44809",36,16,"3","2","3","0","0","2","3","0","0","0","0",1,0
"17354",59,28,"2","2","1","1","0","1","2","0","1","0","0",0,0
"29987",31,4,"2","2","3","1","0","2","0","0","0","0","0",0,0
"3768",40,16,"3","1","2","1","0","0","1","0","0","0","0",0,0
"37232",54,13,"1","1","1","1","0","2","1","1","0","0","0",0,0
"10184",48,11,"3","2","2","0","0","0","2","1","1","0","0",0,0
"42741",28,27,"3","1","0","1","0","2","0","1","0","1","1",0,0
"7501",38,29,"2","1","3","1","0","0","1","2","2","0","0",0,0
"8017",34,2,"3","2","1","1","0","0","2","0","1","0","0",0,0
"33802",33,24,"3","1","3","0","0","2","1","0","0","0","0",0,0
"23701",41,28,"3","2","2","0","0","2","2","0","2","0","0",0,0
