"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","test.subscribe"
"17382",41,28,"1","2","2","1","0","1","2","0","1","0","0",0,0
"17383",58,28,"1","2","3","0","1","2","2","1","2","0","0",0,0
"17385",29,28,"2","1","3","1","0","1","2","2","2","0","0",0,0
"17386",46,28,"3","2","2","1","1","2","2","1","2","0","0",0,0
"17387",39,28,"2","1","3","1","0","2","2","1","2","0","0",0,0
"17397",49,28,"1","1","1","1","1","2","2","0","1","0","0",0,0
"17401",32,28,"3","1","2","1","0","2","2","2","1","0","0",0,0
"17411",34,28,"2","2","3","0","1","2","2","0","2","0","0",0,0
"17413",38,28,"1","1","0","1","0","2","2","0","2","0","0",0,0
"17415",36,28,"1","2","2","1","0","2","2","0","1","0","0",0,0
"17419",31,28,"2","1","3","1","0","2","2","0","2","0","0",0,0
"17422",30,28,"2","1","3","1","0","2","2","2","2","0","0",0,0
"17423",34,28,"3","1","2","0","0","2","2","0","1","0","0",0,0
"17425",45,28,"3","2","2","1","0","2","2","0","1","0","0",0,0
"17428",30,28,"3","2","2","0","1","2","2","1","1","0","0",0,0
"17431",33,28,"3","2","2","1","0","2","2","0","1","0","0",0,0
"17434",43,28,"1","1","1","0","1","2","2","1","2","0","0",0,0
"17439",26,28,"2","1","2","0","0","2","2","0","2","0","0",0,0
"17440",39,28,"3","2","2","1","1","2","2","2","1","0","0",0,0
"17444",33,28,"1","2","2","1","1","2","2","0","2","0","0",0,0
"17445",32,28,"2","2","3","1","0","2","2","2","1","0","0",0,0
"17453",26,28,"3","1","2","0","1","2","2","2","1","0","0",0,0
"17458",36,28,"2","1","3","0","0","2","2","0","2","0","0",0,0
"17462",34,28,"3","2","2","1","0","2","2","1","1","0","0",0,0
"17471",30,28,"3","1","3","0","1","2","2","0","2","0","0",0,0
"17472",31,28,"1","2","1","1","0","2","2","1","2","0","0",0,0
"17473",29,28,"2","1","3","0","0","2","2","0","2","0","0",0,0
"17475",47,28,"3","1","2","1","1","2","2","0","2","0","0",0,0
"17478",35,28,"3","2","2","1","0","2","2","2","2","0","0",0,0
"17480",44,28,"1","2","2","0","0","2","2","2","2","0","0",0,0
"17483",34,28,"2","2","3","1","1","2","2","0","2","0","0",0,0
"17485",31,28,"3","1","2","0","0","2","2","1","1","0","0",0,0
"17491",59,28,"2","0","2","0","1","2","2","1","2","0","0",0,0
"17500",44,28,"1","2","2","1","0","1","2","1","1","0","0",0,0
"17501",27,28,"2","1","2","1","1","2","2","0","1","0","0",0,0
"17504",47,29,"2","1","3","1","0","2","2","1","2","0","0",0,0
"17505",31,29,"2","2","3","1","0","2","2","1","2","0","0",0,0
"17506",34,29,"1","2","2","1","0","2","2","2","1","0","0",0,0
"17509",58,29,"0","2","2","1","0","1","2","2","2","0","0",0,0
"17510",37,29,"3","2","2","1","0","2","2","0","2","0","0",0,0
"17517",41,29,"3","2","3","0","0","2","2","0","2","0","0",0,0
"17520",41,29,"3","2","1","1","1","2","2","0","1","0","0",0,0
"17521",30,29,"3","2","0","1","0","2","2","0","2","0","0",0,0
"17522",56,29,"3","2","2","0","1","1","2","0","2","0","0",0,0
"17523",42,29,"3","0","2","1","1","2","2","0","2","0","0",0,0
"17525",56,29,"0","2","2","0","0","1","2","0","1","0","0",0,0
"17530",36,29,"3","2","2","1","0","2","2","0","2","0","0",0,0
"17543",46,29,"0","2","2","0","0","2","2","0","2","0","0",0,0
"17547",48,29,"2","0","3","0","0","2","2","2","1","0","0",1,0
"17554",57,29,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17556",30,29,"2","1","3","1","0","2","2","0","2","0","0",0,0
"17557",45,29,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17566",49,29,"2","2","2","0","0","2","2","0","2","0","0",0,0
"17567",51,29,"3","2","2","0","0","1","2","0","1","0","0",0,0
"17573",40,29,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17575",31,29,"1","2","2","1","0","2","2","0","2","0","0",0,0
"17576",56,29,"1","2","0","0","0","2","2","1","1","0","0",0,0
"17579",32,29,"3","1","2","0","0","2","2","1","2","0","0",0,0
"17584",50,29,"2","2","3","0","0","2","2","0","1","0","0",0,0
"17587",36,29,"2","1","3","1","1","2","2","0","1","0","0",0,0
"17592",48,29,"2","2","3","0","0","1","2","0","1","0","0",0,0
"17593",56,29,"3","2","2","1","1","2","2","2","1","0","0",0,0
"17595",26,29,"3","1","2","1","0","2","2","0","1","0","0",0,0
"17597",29,29,"3","1","3","1","0","2","2","0","2","0","0",0,0
"17599",49,29,"3","0","2","0","1","2","2","1","2","0","0",0,0
"17600",43,29,"1","2","2","0","0","1","2","1","1","0","0",0,0
"17603",55,29,"2","1","3","0","0","2","2","0","1","0","0",0,0
"17605",38,29,"0","2","3","0","0","2","2","2","1","0","0",0,0
"17610",30,29,"2","1","3","1","0","2","2","0","1","0","0",0,0
"17613",51,29,"0","2","1","0","0","2","2","0","1","0","0",0,0
"17617",54,29,"3","2","2","1","1","2","2","1","1","0","0",0,0
"17619",53,29,"0","2","2","1","0","2","2","0","1","0","0",0,0
"17620",58,29,"1","2","1","0","1","1","2","0","2","0","0",0,0
"17621",54,29,"1","2","1","0","0","1","2","2","1","0","0",0,0
"17622",42,29,"3","1","2","0","0","2","2","0","1","0","0",0,0
"17634",48,29,"3","2","2","0","0","2","2","2","1","0","0",0,0
"17637",38,29,"3","1","2","1","0","2","2","1","1","0","0",0,0
"17640",32,29,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17643",42,29,"3","1","3","0","0","2","2","2","1","0","0",1,0
"17648",56,29,"1","2","2","1","0","2","2","0","1","0","0",0,0
"17649",49,29,"3","0","2","0","0","2","2","2","1","0","0",0,0
"17652",42,29,"3","1","2","0","0","2","2","2","1","0","0",0,0
"17655",46,29,"2","2","3","0","0","1","2","0","1","0","0",0,0
"17656",32,29,"3","1","3","0","1","2","2","0","2","0","0",0,0
"17662",52,29,"3","2","2","0","1","2","2","0","2","0","0",0,0
"17663",58,29,"3","2","2","0","0","1","2","0","2","0","0",0,0
"17666",48,29,"1","1","1","1","0","2","2","0","1","0","0",0,0
"17670",51,29,"3","0","2","1","1","2","2","1","2","0","0",0,0
"17674",49,29,"2","2","2","0","0","2","2","0","2","0","0",0,0
"17675",58,29,"0","2","1","0","0","1","2","0","2","0","0",0,0
"17676",45,29,"1","2","1","0","0","1","2","0","1","0","0",0,0
"17678",52,29,"3","2","2","1","1","2","2","0","1","0","0",0,0
"17683",34,29,"3","0","2","1","0","2","2","0","2","0","0",0,0
"17689",42,29,"1","0","1","0","0","2","2","2","2","0","0",0,0
"17693",29,29,"2","1","3","1","0","2","2","1","2","0","0",0,0
"17694",25,29,"3","1","0","0","0","2","2","1","2","0","0",0,0
"17695",39,29,"1","2","2","1","0","2","2","1","2","0","0",0,0
"17702",49,29,"2","2","0","1","0","2","2","1","1","0","0",0,0
"17703",27,29,"3","1","2","0","1","2","2","0","2","0","0",0,0
"17704",57,29,"3","2","2","1","0","2","2","0","1","0","0",0,0
"17709",27,29,"1","1","2","0","1","2","2","0","2","0","0",0,0
"17716",57,29,"3","2","2","0","0","1","2","0","2","0","0",0,0
"17717",48,29,"3","2","2","1","0","2","2","2","1","0","0",0,0
"17718",55,29,"0","2","2","0","1","2","2","1","1","0","0",0,0
"17719",59,29,"2","2","3","0","0","2","2","0","1","0","0",0,0
"17728",49,29,"3","0","2","1","1","2","2","0","2","0","0",0,0
"17729",36,29,"2","2","3","0","0","2","2","1","2","0","0",0,0
"17731",43,29,"1","2","1","0","0","1","2","1","0","0","0",0,0
"17743",57,29,"2","2","3","0","0","2","2","2","1","0","0",0,0
"17744",47,29,"3","2","2","0","0","2","2","0","2","0","0",0,0
"17751",41,29,"0","2","1","1","0","2","2","1","0","0","0",0,0
"17754",43,29,"0","2","3","1","1","2","2","1","0","0","0",0,0
"17757",59,29,"3","2","1","0","0","1","2","0","1","0","0",0,0
"17767",52,29,"0","2","1","0","0","2","2","1","2","0","0",0,0
"17769",36,29,"3","1","2","1","0","2","2","0","1","0","0",0,0
"17773",34,29,"1","1","1","1","0","2","2","1","1","0","0",0,0
"17775",45,29,"3","2","3","0","0","2","2","0","1","0","0",0,0
"17778",31,29,"3","2","2","1","0","2","2","0","2","0","0",0,0
"17781",41,29,"1","2","2","0","1","2","2","2","1","0","0",1,0
"17788",49,29,"1","2","1","0","1","2","2","0","2","0","0",0,0
"17789",58,29,"0","2","2","0","0","2","2","2","2","0","0",0,0
"17793",42,29,"2","0","3","0","0","1","2","1","1","0","0",0,0
"17794",42,29,"1","2","1","1","0","2","2","0","1","0","0",0,0
"17796",59,29,"2","2","2","0","0","1","2","2","1","0","0",0,0
"17799",40,29,"1","2","1","1","0","2","2","0","1","0","0",0,0
"17800",28,29,"3","2","3","1","0","2","2","1","2","0","0",0,0
"17804",49,29,"1","0","1","1","0","2","2","2","1","0","0",0,0
"17805",33,29,"3","2","3","1","0","2","2","1","2","0","0",0,0
"17806",48,29,"1","2","1","1","0","2","2","0","0","0","0",0,0
"17811",43,29,"2","2","3","0","0","1","2","0","1","0","0",0,0
"17812",47,29,"2","0","2","1","1","2","2","0","2","0","0",0,0
"17823",43,29,"2","1","3","0","1","2","2","2","2","0","0",0,0
"17824",42,29,"2","2","2","1","0","2","2","0","1","0","0",0,0
"17825",54,29,"3","2","2","0","0","1","2","2","1","0","0",0,0
"17827",58,29,"1","0","1","0","0","1","2","0","2","0","0",0,0
"17828",39,29,"3","2","3","0","0","2","2","2","1","0","0",0,0
"17832",47,29,"3","1","2","0","0","2","2","2","0","0","0",0,0
"17833",60,29,"2","2","3","1","0","2","2","2","2","0","0",0,0
"17835",31,29,"2","1","3","1","0","2","2","2","2","0","0",0,0
"17838",52,29,"3","0","1","0","1","2","2","0","2","0","0",0,0
"17840",52,29,"3","2","2","0","1","2","2","0","2","0","0",0,0
"17848",32,29,"3","2","2","0","1","2","2","0","2","0","0",0,0
"17856",30,30,"3","2","1","1","0","2","2","0","2","0","0",0,0
"17860",52,30,"3","2","2","0","0","2","2","0","2","0","0",0,0
"17862",37,30,"3","1","2","1","0","2","2","0","1","0","0",0,0
"17864",33,30,"3","2","2","1","0","2","2","2","2","0","0",0,0
"17865",57,30,"0","2","1","0","1","1","2","0","2","0","0",0,0
"17866",41,30,"1","2","1","1","1","2","2","0","2","0","0",0,0
"17867",51,30,"0","2","2","0","0","2","2","2","2","0","0",0,0
"17873",38,30,"2","1","3","1","0","2","2","0","2","0","0",0,0
"17876",27,30,"3","1","2","0","0","2","2","0","1","0","0",0,0
"17877",33,30,"0","2","2","0","1","2","2","1","2","0","0",0,0
"17881",28,30,"1","1","1","1","0","2","2","2","2","0","0",0,0
"17882",49,30,"3","0","2","1","0","2","2","0","2","0","0",0,0
"17899",33,30,"1","2","2","1","0","2","2","1","2","0","0",0,0
"17902",40,30,"1","2","1","0","0","2","2","0","1","0","0",0,0
"17904",36,30,"3","2","2","0","0","2","2","2","1","0","0",1,0
"17906",42,30,"3","1","2","0","0","2","2","0","1","0","0",0,0
"17907",45,30,"3","2","2","0","0","2","2","0","1","0","0",0,0
"17915",52,30,"1","2","2","0","0","1","2","0","1","0","0",0,0
"17919",39,30,"3","2","2","1","1","2","2","0","2","0","0",0,0
"17920",54,30,"1","2","2","0","0","1","2","2","1","0","0",0,0
"17922",47,30,"1","2","1","0","0","1","2","1","1","0","0",0,0
"17923",48,30,"0","2","0","0","0","2","2","0","1","0","0",0,0
"17927",58,30,"2","0","2","0","0","1","2","2","1","0","0",1,0
"17930",49,30,"3","2","2","0","0","1","2","0","1","0","0",0,0
"17933",52,30,"1","2","3","0","0","2","2","0","1","0","0",0,0
"17934",42,30,"1","2","2","1","0","1","2","0","2","0","0",0,0
"17936",45,30,"1","2","2","0","0","2","2","0","1","0","0",0,0
"17942",48,30,"0","1","1","0","0","2","2","0","2","0","0",0,0
"17945",50,30,"3","1","1","0","0","1","2","1","1","0","0",0,0
"17947",56,30,"1","1","2","0","1","2","2","0","1","0","0",0,0
"17948",53,30,"2","1","0","0","0","2","2","2","1","0","0",0,0
"17949",48,30,"0","2","1","0","0","2","2","2","1","0","0",0,0
"17952",43,30,"3","2","2","0","0","2","2","2","1","0","0",0,0
"17962",54,30,"0","1","2","0","0","2","2","1","1","0","0",0,0
"17965",51,30,"1","2","2","0","0","1","2","0","2","0","0",0,0
"17978",36,30,"2","2","3","0","0","2","2","0","2","0","0",0,0
"17986",46,30,"2","2","2","0","1","2","2","2","1","0","0",0,0
"17987",52,30,"2","2","3","1","0","2","2","0","2","0","0",0,0
"17998",39,30,"3","2","2","1","0","2","2","1","2","0","0",0,0
"17999",56,30,"0","2","2","0","1","1","2","1","2","0","0",0,0
"18001",60,30,"0","2","2","1","0","2","2","2","2","0","0",0,0
"18004",54,30,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18016",55,30,"2","2","3","0","0","2","2","2","1","0","0",1,0
"18022",44,30,"2","0","3","0","0","2","2","1","2","0","0",0,0
"18025",44,30,"3","2","2","1","0","2","2","0","2","0","0",0,0
"18029",53,30,"2","2","1","0","0","1","2","0","1","0","0",0,0
"18030",29,30,"1","2","2","0","1","2","2","0","2","0","0",0,0
"18034",42,30,"1","2","0","1","0","2","2","0","2","0","0",0,0
"18037",44,30,"0","2","1","0","0","2","2","1","2","0","0",0,0
"18042",46,30,"3","0","2","1","1","2","2","0","1","0","0",0,0
"18043",41,30,"3","2","0","0","1","2","2","2","2","0","0",1,0
"18050",35,30,"3","0","2","0","0","2","2","1","2","0","0",0,0
"18051",41,30,"1","0","1","0","0","2","2","2","1","0","0",1,0
"18052",52,30,"2","2","2","1","0","2","2","2","2","0","0",0,0
"18062",40,30,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18066",36,30,"3","1","2","0","0","2","2","0","2","0","0",0,0
"18071",40,30,"2","2","2","1","0","2","2","0","2","0","0",0,0
"18081",32,30,"3","2","2","0","1","1","2","0","2","0","0",0,0
"18089",30,30,"3","2","3","1","1","1","2","0","2","0","0",0,0
"18091",45,30,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18098",40,30,"3","0","2","0","0","2","2","0","1","0","0",0,0
"18101",25,30,"3","2","2","1","0","2","2","0","2","0","0",0,0
"18110",31,30,"2","2","2","1","0","2","2","0","1","0","0",0,0
"18112",33,30,"3","2","2","1","0","2","2","0","2","0","0",0,0
"18114",45,30,"3","2","2","0","0","2","2","0","1","0","0",0,0
"18116",43,30,"1","2","2","1","0","2","2","2","2","0","0",0,0
"18121",59,30,"2","2","3","1","1","2","2","0","1","0","0",0,0
"18126",55,30,"2","2","1","0","1","1","2","2","1","0","0",0,0
"18129",42,30,"3","0","2","0","0","2","2","0","1","0","0",0,0
"18130",53,30,"2","1","3","0","0","2","2","2","0","0","0",0,0
"18132",52,30,"2","0","3","1","1","2","2","1","1","0","0",0,0
"18134",35,30,"1","2","2","1","0","2","2","1","1","0","0",0,0
"18135",54,30,"0","0","2","1","0","2","2","0","0","0","0",0,0
"18138",43,30,"3","1","2","0","0","1","2","0","0","0","0",0,0
"18142",56,30,"2","0","3","0","1","2","2","0","2","0","0",0,0
"18145",57,30,"1","2","1","0","1","2","2","0","2","0","0",0,0
"18146",44,30,"2","1","2","0","0","2","2","1","1","0","0",0,0
"18152",39,30,"2","1","3","0","0","2","2","0","1","0","0",0,0
"18154",26,30,"1","1","2","1","1","2","2","0","2","0","0",0,0
"18156",55,30,"2","2","3","1","1","2","2","0","2","0","0",0,0
"18160",44,30,"3","2","2","0","0","2","2","0","0","0","0",0,0
"18165",40,30,"1","2","2","0","1","2","2","0","1","0","0",0,0
"18166",42,30,"2","2","0","1","0","2","2","2","1","0","0",1,0
"18167",45,30,"2","2","3","0","0","2","2","0","1","0","0",0,0
"18176",48,30,"3","2","3","0","1","1","2","0","1","0","0",0,0
"18182",59,30,"2","2","3","1","0","2","2","0","2","0","0",0,0
"18183",30,30,"3","1","2","1","0","2","2","0","2","0","0",0,0
"18187",45,30,"2","2","3","0","1","2","2","0","1","0","0",0,0
"18188",58,30,"3","2","2","0","0","2","2","0","1","0","0",0,0
"18190",27,30,"3","1","2","1","0","2","2","2","2","0","0",1,0
"18192",25,30,"1","2","2","0","1","2","2","1","2","0","0",0,0
"18194",27,30,"1","1","2","0","1","2","2","0","1","0","0",0,0
"18195",46,30,"2","2","3","1","0","2","2","1","2","0","0",0,0
"18196",36,30,"1","2","1","1","0","1","2","2","2","0","0",1,0
"18204",27,30,"3","0","2","0","1","2","2","1","1","0","0",0,0
"18205",43,30,"1","1","1","1","0","2","2","2","1","0","0",0,0
"18208",40,30,"2","1","3","1","0","2","2","0","2","0","0",0,0
"18213",30,30,"2","1","3","0","0","2","2","1","2","0","0",0,0
"18222",54,30,"3","1","2","0","0","2","2","0","2","0","0",0,0
"18226",49,30,"1","2","2","0","1","2","2","1","1","0","0",0,0
"18232",44,30,"3","2","2","0","0","1","2","0","2","0","0",0,0
"18233",26,30,"3","2","2","1","1","2","2","0","2","0","0",0,0
"18235",33,30,"2","2","3","1","0","2","2","0","2","0","0",0,0
"18236",55,30,"0","2","2","0","1","1","2","1","1","0","0",0,0
"18238",29,30,"3","1","2","1","1","2","2","0","2","0","0",0,0
"18239",39,30,"3","1","2","0","1","2","2","2","2","0","0",1,0
"18241",56,30,"0","2","0","1","0","1","2","1","2","0","0",0,0
"18242",44,30,"1","2","2","0","0","2","2","0","2","0","0",0,0
"18243",51,30,"3","2","2","1","1","2","2","0","2","0","0",0,0
"18250",57,31,"1","0","2","0","1","2","2","1","2","0","0",0,0
"18260",53,31,"2","2","3","0","0","2","2","0","2","0","0",0,0
"18265",56,31,"2","2","2","0","1","1","2","0","2","0","0",0,0
"18266",45,31,"2","0","2","1","0","2","2","0","2","0","0",0,0
"18267",58,31,"2","2","3","0","0","2","2","0","2","0","0",0,0
"18268",38,31,"0","2","1","0","0","1","2","0","2","0","0",0,0
"18269",34,31,"2","2","3","0","0","2","2","0","2","0","0",0,0
"18270",43,31,"3","2","2","0","1","2","2","0","1","0","0",0,0
"18275",59,31,"0","2","0","0","0","2","2","0","2","0","0",0,0
"18280",59,31,"1","0","1","1","0","1","2","0","2","0","0",0,0
"18282",44,31,"3","2","2","0","0","2","2","0","2","0","0",0,0
"18284",27,31,"3","1","2","0","0","2","2","0","1","0","0",0,0
"18285",42,31,"2","2","3","1","0","1","2","2","2","0","0",0,0
"18287",49,31,"0","0","2","0","1","2","2","0","2","0","0",0,0
"18291",38,31,"3","2","3","0","0","2","2","0","2","0","0",0,0
"18292",47,31,"2","2","2","0","0","1","2","0","2","0","0",0,0
"18293",30,31,"2","1","3","0","1","2","2","0","2","0","0",0,0
"18299",28,31,"2","1","3","1","0","1","2","0","1","0","0",0,0
"18302",41,31,"2","1","3","0","0","2","2","0","2","0","0",0,0
"18303",34,31,"3","1","3","1","1","2","2","0","1","0","0",0,0
"18306",51,31,"1","2","1","1","1","2","2","0","2","0","0",0,0
"18309",47,31,"2","2","0","0","0","1","2","2","2","0","0",0,0
"18313",37,31,"2","2","0","1","0","2","2","0","2","0","0",0,0
"18316",50,31,"1","2","2","1","1","2","2","0","1","0","0",0,0
"18320",50,31,"1","2","0","1","0","1","2","2","2","0","0",1,0
"18323",57,31,"2","2","3","0","0","2","2","1","1","0","0",0,0
"18327",50,31,"3","2","2","0","1","2","2","2","1","0","0",0,0
"18328",36,31,"2","2","3","1","0","2","2","0","2","0","0",0,0
"18331",42,31,"3","1","3","0","0","2","2","2","1","0","0",0,0
"18332",53,31,"2","2","0","0","0","2","2","0","1","0","0",0,0
"18335",40,31,"2","0","3","1","0","2","2","1","1","0","0",0,0
"18336",44,31,"3","0","1","0","0","2","2","1","1","0","0",0,0
"18342",33,31,"2","2","2","1","0","2","2","0","2","0","0",0,0
"18343",55,31,"1","0","0","0","0","1","2","0","1","0","0",0,0
"18345",48,31,"1","2","2","1","0","2","2","0","1","0","0",0,0
"18346",35,31,"3","2","1","0","1","2","2","0","2","0","0",0,0
"18348",45,31,"2","2","2","0","0","2","2","2","1","0","0",0,0
"18350",58,31,"0","2","2","0","0","2","2","0","1","0","0",0,0
"18354",35,31,"3","2","3","1","0","2","2","0","1","0","0",0,0
"18361",57,31,"2","2","0","0","0","1","2","0","1","0","0",0,0
"18363",52,31,"2","2","3","0","0","1","2","0","2","0","0",0,0
"18367",36,31,"1","2","2","1","0","2","2","0","1","0","0",0,0
"18372",37,31,"1","2","2","0","0","2","2","0","1","0","0",0,0
"18375",59,31,"0","2","1","0","0","1","2","0","1","0","0",0,0
"18377",48,31,"2","2","0","0","0","2","2","0","1","0","0",0,0
"18382",42,31,"3","2","3","0","0","2","2","0","1","0","0",0,0
"18383",51,31,"0","0","3","0","0","2","2","2","1","0","0",1,0
"18390",35,31,"1","2","2","0","0","2","2","0","1","0","0",0,0
"18397",47,31,"3","2","2","1","0","1","2","0","1","0","0",0,0
"18400",55,31,"1","2","1","0","0","1","2","0","1","0","0",0,0
"18403",39,31,"0","0","1","0","0","1","2","0","2","0","0",0,0
"18404",58,31,"0","0","1","1","0","2","2","1","2","0","0",0,0
"18410",38,31,"1","2","2","1","0","2","2","1","2","0","0",0,0
"18415",48,31,"2","2","2","0","1","2","2","0","2","0","0",0,0
"18429",49,31,"3","2","2","0","0","2","2","2","1","0","0",0,0
"18433",52,31,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18435",46,31,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18436",28,31,"1","1","2","0","1","2","2","0","2","0","0",0,0
"18437",54,31,"2","2","3","0","0","1","2","0","2","0","0",0,0
"18439",41,31,"1","2","1","0","0","2","2","0","2","0","0",0,0
"18441",58,31,"1","2","3","0","0","2","2","0","2","0","0",0,0
"18442",43,31,"3","1","2","1","0","2","2","0","1","0","0",0,0
"18448",30,31,"3","2","2","1","0","2","2","2","2","0","0",1,0
"18459",57,31,"0","2","2","0","0","2","2","0","2","0","0",0,0
"18460",47,31,"1","2","2","1","0","2","2","0","2","0","0",0,0
"18461",33,31,"3","1","2","1","0","1","2","0","2","0","0",0,0
"18463",43,31,"2","2","3","0","0","2","2","0","2","0","0",0,0
"18464",35,31,"1","2","0","0","0","2","2","0","1","0","0",0,0
"18467",52,31,"3","2","0","1","0","2","2","1","2","0","0",0,0
"18468",46,31,"1","0","0","1","0","2","2","0","1","0","0",0,0
"18469",38,31,"2","2","3","0","1","2","2","0","1","0","0",0,0
"18471",45,31,"1","2","1","1","1","2","2","0","1","0","0",0,0
"18476",27,31,"2","1","3","0","1","2","2","0","2","0","0",0,0
"18488",39,31,"2","2","1","1","0","2","2","0","2","0","0",0,0
"18492",55,31,"3","2","2","1","1","2","2","1","1","0","0",0,0
"18496",48,31,"2","1","3","1","0","2","2","2","1","0","0",0,0
"18498",33,31,"1","1","2","1","0","2","2","1","1","0","0",0,0
"18499",39,31,"2","1","1","0","0","1","2","0","1","0","0",0,0
"18500",42,31,"3","0","2","1","0","2","2","0","1","0","0",0,0
"18501",39,31,"2","1","3","1","0","2","2","1","1","0","0",0,0
"18502",36,31,"3","2","2","1","0","2","2","0","2","0","0",0,0
"18506",28,31,"2","2","3","1","0","2","2","0","1","0","0",0,0
"18508",48,31,"2","2","3","1","0","2","2","1","2","0","0",0,0
"18511",50,31,"3","2","2","0","0","1","2","0","2","0","0",0,0
"18513",35,31,"3","2","2","0","0","2","2","1","2","0","0",0,0
"18523",35,31,"2","2","3","1","0","2","2","1","1","0","0",0,0
"18538",49,31,"2","0","1","0","0","2","2","1","2","0","0",0,0
"18540",44,31,"2","0","2","0","0","2","2","2","2","0","0",0,0
"18543",46,31,"3","2","2","0","0","1","2","0","2","0","0",0,0
"18544",35,31,"1","0","1","1","0","2","2","2","2","0","0",0,0
"18551",53,31,"1","2","2","0","0","1","2","0","2","0","0",0,0
"18558",54,31,"3","2","2","1","1","2","2","1","2","0","0",0,0
"18565",51,31,"2","0","2","1","1","2","2","1","0","0","0",0,0
"18566",49,31,"3","2","2","1","0","2","2","0","0","0","0",0,0
"18568",52,31,"1","2","1","1","1","2","2","0","1","0","0",0,0
"18571",44,31,"3","2","2","0","0","2","2","0","2","0","0",0,0
"18572",36,31,"1","2","2","1","1","2","2","2","0","0","0",0,0
"18579",56,31,"0","2","2","0","0","2","2","0","2","0","0",0,0
"18581",55,31,"3","0","2","1","0","2","2","0","1","0","0",0,0
"18591",59,31,"3","2","1","0","0","1","2","2","0","0","0",0,0
"18593",38,31,"3","2","2","1","1","2","2","0","2","0","0",0,0
"18599",37,31,"2","1","3","0","0","2","2","0","2","0","0",0,0
"18601",32,31,"2","2","3","1","0","2","2","0","2","0","0",0,0
"18602",31,31,"3","2","3","1","0","2","2","0","1","0","0",0,0
"18603",58,31,"2","2","3","0","0","1","2","0","2","0","0",0,0
"18611",40,31,"1","2","2","1","0","2","2","0","2","0","0",0,0
"18612",37,31,"2","1","3","0","0","1","2","0","2","0","0",0,0
"18614",38,31,"1","2","1","1","0","2","2","0","2","0","0",0,0
"18616",40,31,"3","2","0","0","0","2","2","0","2","0","0",0,0
"18621",39,31,"2","2","3","0","0","2","2","0","1","0","0",0,0
"18625",47,31,"2","2","0","1","1","2","2","0","1","0","0",0,0
"18633",30,31,"1","1","0","1","0","2","2","0","2","0","0",0,0
"18637",45,31,"2","2","3","1","0","2","2","2","1","0","0",0,0
"18642",53,31,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18649",44,31,"1","0","2","0","0","2","2","0","2","0","0",0,0
"18656",36,31,"3","1","2","1","0","2","2","0","2","0","0",0,0
"18661",33,31,"1","2","2","1","1","2","2","0","2","0","0",0,0
"18667",54,31,"3","2","1","1","0","2","2","0","1","0","0",0,0
"18672",49,31,"2","2","3","0","0","2","2","1","1","0","0",0,0
"18673",42,31,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18686",45,31,"3","0","2","1","0","2","2","0","2","0","0",0,0
"18691",35,31,"3","2","2","0","0","2","2","0","2","0","0",0,0
"18696",42,31,"2","0","3","0","1","2","2","0","1","0","0",0,0
"18700",35,31,"2","2","3","1","0","2","2","0","2","0","0",0,0
"18702",39,31,"1","1","1","0","0","1","2","0","2","0","0",0,0
"18705",44,31,"1","2","1","0","0","1","2","0","2","0","0",0,0
"18706",35,31,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18708",37,31,"0","1","2","0","0","2","2","0","2","0","0",0,0
"18710",29,31,"2","2","3","1","1","2","2","0","2","0","0",0,0
"18712",41,31,"1","2","2","0","0","1","2","2","2","0","0",0,0
"18715",46,31,"3","2","2","1","0","2","2","0","2","0","0",0,0
"18719",37,31,"1","2","2","1","0","2","2","0","2","0","0",0,0
"18724",54,31,"3","2","2","0","0","2","2","0","2","0","0",0,0
"18725",30,31,"3","2","3","0","1","2","2","0","2","0","0",0,0
"18726",59,31,"0","2","3","1","0","1","2","0","2","0","0",0,0
"18728",59,31,"3","2","2","0","0","1","2","0","1","0","0",0,0
"18733",43,31,"1","0","1","1","1","2","2","2","2","0","0",0,0
"18742",35,31,"1","1","0","0","0","2","2","0","2","0","0",0,0
"18746",31,31,"3","1","2","0","0","2","2","0","2","0","0",0,0
"18748",60,31,"0","0","2","0","0","2","2","0","2","0","0",0,0
"18749",54,31,"0","2","1","0","1","2","2","0","2","0","0",0,0
"18756",37,31,"3","2","2","0","0","2","2","2","2","0","0",0,0
"18763",33,31,"1","2","2","1","0","2","2","0","2","0","0",0,0
"18765",31,31,"3","2","3","0","1","1","2","0","2","0","0",0,0
"18774",50,31,"2","2","3","0","0","2","2","0","2","0","0",0,0
"18777",35,31,"0","1","3","0","0","2","2","2","2","0","0",0,0
